REDAME_file,Heading,Contents,Codes with >= 2 votes
https://github.com/h3biomed/lastpass-cli,##### Debian/Ubuntu,"  
Debian: Install the needed dependencies
 sudo apt-get install openssl libcurl3 libxml2 libssl-dev libxml2-dev libcurl4-openssl-dev pinentry-curses xclip
 
Ubuntu: Install the needed dependencies
 sudo apt-get install openssl libcurl4-openssl-dev libxml2 libssl-dev libxml2-dev pinentry-curses xclip
",3
https://github.com/h3biomed/lastpass-cli,#### Gentoo,"  
Install the package
 sudo emerge lastpass-cli
",3
https://github.com/h3biomed/lastpass-cli,##### Other Linux Distros,  Install the packages listed in the Dependencies section of this document.,3
https://github.com/h3biomed/lastpass-cli,### Installing on OS X,"  
Install homebrew following the instructions at http://brew.sh/
Install lastpass-cli using homebrew:
 brew install lastpass-cli --with-pinentry
 Optionally you can add --with-doc to install the documentation.",3
https://github.com/h3biomed/lastpass-cli,### Installing on FreeBSD,"  
Install the binary package
 sudo pkg install security/lastpass-cli
 
Or build the port yourself
 sudo make -C /usr/ports/security/lastpass-cli all install clean
",3
https://github.com/h3biomed/lastpass-cli,## Building,"  $ make
",3
https://github.com/h3biomed/lastpass-cli,## Installing,"  $ sudo make install
 These environment variables can be passed to make to do the right thing: PREFIX, DESTDIR, BINDIR, LIBDIR, MANDIR.",3
https://github.com/h3biomed/lastpass-cli,## Running,"  If you've installed it: $ lpass
 Otherwise, from the build directory: $ ./lpass
",3
https://github.com/h3biomed/lastpass-cli,## Documentation,"  The install-doc target builds and installs the documentation.
It requires AsciiDoc as a prerequisite. $ sudo make install-doc
 Once installed, $ man lpass
",36
https://github.com/anirut/TuentiTV,# Tuenti for Android TV [![Android Arsenal](https://img.shields.io/badge/Android%20Arsenal-TuentiTV-brightgreen.svg?style=flat)](https://android-arsenal.com/details/3/1465)," Sample project created to show some of the most important features related to Android TV projects. This little sample uses mocked data to simulate an application working with information from Tuenti servers. In this repository you are going to find some interesting samples to work with Android TV like: 
How to configure Android dependencies to create an Android TV application. Leanback is the most important dependency.
Hos to configure an Activity to work as Launcher Activity for Android TV projects.
How to extend from Leanback BrowseFragment to create the main view of this project.
How to extend from Leanback DetailsFragment to create the detail view of this project.
How to extend from Leanback SearchFragment to create the search view of this project.
How to show Android TV recommendations.
How to create a custom Activity/Fragment without Leanback library help for Android TV.
How to use View Focus to create custom Activities/Fragments for Android TV and different focus features added for Android TV like nextFocusDown.
How to use  xml tag inside your layouts.
How to use State List Animators to improve your application UI/UX.
How to change Activities/Fragments background to improve your views.
How to capture Android TV DPAD events.
How to create your own presenters to use with ArrayObjectAdapter.
",1
https://github.com/anirut/TuentiTV,## Implementation description,  Tuenti for Android TV - Blog Post Working with Android TV Slides - English,6
https://github.com/anirut/TuentiTV,## Video Demo,  [Tuenti TV Project - Video] 3,3
https://github.com/anirut/TuentiTV,## Screenshots,"  






",3
https://github.com/anirut/TuentiTV,## Libraries used on the sample project,"  
Dagger
Butterknife
Picasso
",6
https://github.com/anirut/TuentiTV,## Developed By,"  
Pedro Vicente Gómez Sánchez - pedrovicente.gomez@gmail.com
 

 

",5
https://github.com/anirut/TuentiTV,## License,"  Copyright 2014 Pedro Vicente Gómez Sánchez

Licensed under the Apache License, Version 2.0 (the ""License"");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

   http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an ""AS IS"" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
",5
https://github.com/sineed/rails,# Welcome to Rails," Rails is a web-application framework that includes everything needed to
create database-backed web applications according to the
Model-View-Controller (MVC)
pattern. Understanding the MVC pattern is key to understanding Rails. MVC divides your
application into three layers, each with a specific responsibility. The Model layer represents your domain model (such as Account, Product,
Person, Post, etc.) and encapsulates the business logic that is specific to
your application. In Rails, database-backed model classes are derived from
ActiveRecord::Base. Active Record allows you to present the data from
database rows as objects and embellish these data objects with business logic
methods. You can read more about Active Record in its README.
Although most Rails models are backed by a database, models can also be ordinary
Ruby classes, or Ruby classes that implement a set of interfaces as provided by
the Active Model module. You can read more about Active Model in its README. The Controller layer is responsible for handling incoming HTTP requests and
providing a suitable response. Usually this means returning HTML, but Rails controllers
can also generate XML, JSON, PDFs, mobile-specific views, and more. Controllers load and
manipulate models, and render view templates in order to generate the appropriate HTTP response.
In Rails, incoming requests are routed by Action Dispatch to an appropriate controller, and
controller classes are derived from ActionController::Base. Action Dispatch and Action Controller
are bundled together in Action Pack. You can read more about Action Pack in its
README. The View layer is composed of ""templates"" that are responsible for providing
appropriate representations of your application's resources. Templates can
come in a variety of formats, but most view templates are HTML with embedded
Ruby code (ERB files). Views are typically rendered to generate a controller response,
or to generate the body of an email. In Rails, View generation is handled by Action View.
You can read more about Action View in its README. Active Record, Active Model, Action Pack, and Action View can each be used independently outside Rails.
In addition to that, Rails also comes with Action Mailer (README), a library
to generate and send emails; Active Job (README), a
framework for declaring jobs and making them run on a variety of queueing
backends; Action Cable (README), a framework to
integrate WebSockets with a Rails application;
and Active Support (README), a collection
of utility classes and standard library extensions that are useful for Rails,
and may also be used independently outside Rails.",1
https://github.com/sineed/rails,## Getting Started,"  

Install Rails at the command prompt if you haven't yet:
 $ gem install rails



At the command prompt, create a new Rails application:
 $ rails new myapp

where ""myapp"" is the application name.


Change directory to myapp and start the web server:
 $ cd myapp
 $ rails server

Run with --help or -h for options.


Using a browser, go to http://localhost:3000 and you'll see:
""Yay! You’re on Rails!""


Follow the guidelines to start developing your application. You may find
the following resources handy:

Getting Started with Rails
Ruby on Rails Guides
The API Documentation
Ruby on Rails Tutorial


",36
https://github.com/sineed/rails,## Contributing,"  We encourage you to contribute to Ruby on Rails! Please check out the
Contributing to Ruby on Rails guide for guidelines about how to proceed. Join us! Everyone interacting in Rails and its sub-projects' codebases, issue trackers, chat rooms, and mailing lists is expected to follow the Rails code of conduct.",7
https://github.com/sineed/rails,## Code Status,  ,4
https://github.com/sineed/rails,## License,  Ruby on Rails is released under the MIT License.,5
https://github.com/samuelbohler/apache2-chef-cookbook,# apache2 Cookbook,"This cookbook provides a complete Debian/Ubuntu style Apache HTTPD configuration. Non-Debian based distributions such as Red Hat/CentOS, ArchLinux and others supported by this cookbook will have a configuration that mimics Debian/Ubuntu style as it is easier to manage with Chef.

Debian-style Apache configuration uses scripts to manage modules and sites (vhosts). The scripts are:

a2ensite
a2dissite
a2enmod
a2dismod
a2enconf
a2disconf
This cookbook ships with templates of these scripts for non Debian/Ubuntu platforms. The scripts are used in the Definitions below.",12
https://github.com/samuelbohler/apache2-chef-cookbook,# Requirements,,3
